0.558448706	0.557448706	0.568075457	0.579610461
0.230671763	0.229671763	0.234392042	0.237064715
0.156068239	0.145068239	0.161038797	0.174786748
0.120689622	0.109689622	0.124737665	0.127959502
0.102240265	0.091240265	0.1053168	0.118097507
0.096000714	0.085000714	0.097284129	0.10797155
0.089461234	0.079461234	0.092131218	0.102653992
0.085336498	0.077336498	0.088306764	0.098616818
0.082464127	0.074464127	0.084065029	0.088802189
0.07689503	0.07289503	0.082108193	0.08031844
0.075365933	0.074365933	0.084791292	0.081488357
0.074473821	0.076473821	0.08692881	0.080188828
0.073027424	0.075027424	0.088072949	0.079052846
0.072784668	0.074784668	0.087309473	0.077937592
0.071060101	0.073060101	0.086137573	0.076428415
0.071283096	0.073283096	0.085159306	0.076037371
0.069120982	0.071120982	0.083834588	0.075533013
0.068219003	0.070219003	0.084904114	0.074741863
0.068391638	0.070391638	0.083243102	0.074386014
0.067681843	0.069681843	0.083501083	0.073795629
0.066015585	0.068015585	0.082402775	0.072196398
0.06738861	0.06938861	0.081749662	0.072874024
0.066021936	0.068021936	0.080961438	0.07246176
0.065232664	0.067232664	0.080758855	0.071600371
0.064760061	0.066760061	0.080367546	0.071288821
0.064764617	0.066764617	0.080278699	0.07074052
0.06363817	0.06563817	0.080075594	0.069765317
0.060161532	0.065161532	0.07904768	0.069591852
0.060510214	0.065510214	0.078484678	0.069129746
0.059971694	0.064971694	0.077442998	0.068879922
0.058410243	0.064410243	0.074907126	0.067875698
0.058385874	0.064385874	0.075000346	0.067734827
0.057672032	0.063672032	0.07394698	0.067470607
0.057220332	0.063220332	0.07299669	0.066611138
0.057344915	0.063344915	0.0727501	0.066915594
0.057641433	0.063641433	0.071860476	0.066400027
0.056037665	0.062037665	0.071924819	0.065889144
0.055794345	0.061794345	0.072103339	0.06491122
0.055722986	0.061722986	0.071642755	0.065243918
0.055846011	0.061846011	0.071429506	0.063796613
0.055115771	0.061115771	0.070913473	0.064259054
0.054272333	0.054272333	0.070506394	0.063796491
0.053514807	0.053514807	0.069978703	0.063617808
0.053469005	0.053469005	0.069454123	0.063677725
0.052948302	0.052948302	0.068466525	0.062604678
0.05269178	0.05269178	0.068736499	0.062597558
0.052729087	0.052729087	0.06831486	0.06153006
0.050855899	0.050855899	0.069227535	0.06206064
0.052621299	0.052621299	0.068505094	0.061691132
0.051253011	0.051253011	0.067211114	0.061981913
0.044363794	0.044363794	0.059969474	0.053294441
0.038434125	0.037434125	0.04545609	0.04272698
0.032569097	0.032569097	0.048827356	0.042328313
0.032481939	0.032481939	0.048138312	0.041440302
0.032389104	0.032389104	0.047785631	0.04101906
0.031530083	0.031530083	0.047298714	0.04053897
0.031116901	0.031116901	0.047126758	0.040527812
0.030873737	0.030873737	0.046882111	0.040242566
0.030836932	0.030836932	0.046393474	0.039624016
0.029923461	0.029923461	0.046645065	0.039586774
0.030067982	0.030067982	0.046189971	0.039077204
0.030007272	0.030007272	0.045998178	0.03913921
0.030020935	0.030020935	0.045506744	0.039056984
0.029614999	0.029614999	0.045305642	0.03864658
0.029360317	0.029360317	0.0454624	0.038266923
0.029132922	0.029132922	0.045344119	0.038281171
0.029024644	0.029024644	0.044876191	0.037519239
0.028745281	0.028745281	0.04466615	0.037793072
0.028549598	0.028549598	0.044750743	0.037861228
0.028681872	0.028681872	0.044686807	0.037624808
0.028369362	0.028369362	0.044333064	0.037369662
0.028099768	0.028099768	0.044257436	0.03748
0.027967506	0.027967506	0.044303041	0.036955794
0.028115229	0.028115229	0.043697768	0.037045121
0.027938196	0.027938196	0.043702341	0.036953266
0.027601814	0.027601814	0.04381158	0.037111792
0.027769667	0.027769667	0.043765591	0.036902294
0.027548231	0.027548231	0.04309468	0.036792085
0.027587079	0.027587079	0.043171673	0.036161524
0.02709746	0.02709746	0.043215643	0.036476546
0.027190369	0.027190369	0.043436347	0.03646313
0.027392803	0.027392803	0.043648874	0.036353875
0.027710941	0.027710941	0.043372056	0.036246891
0.027444712	0.027444712	0.043600479	0.036143924
0.027158852	0.027158852	0.043188714	0.036475422
0.027451445	0.027451445	0.043124852	0.03627347
0.027113224	0.027113224	0.043606827	0.036700261
0.027427597	0.027427597	0.043246178	0.03646115
0.027782535	0.027782535	0.043149546	0.036247971
0.02728745	0.02728745	0.043193996	0.035964095
0.027154003	0.027154003	0.043137599	0.036016272
0.027326495	0.027326495	0.043329976	0.036640477
0.027203776	0.027203776	0.04320393	0.036156506
0.027263181	0.027263181	0.04278703	0.036287678
0.027117808	0.027117808	0.043109929	0.036329951
0.027164718	0.027164718	0.04320511	0.036198118
0.027044234	0.027044234	0.043089646	0.0363222
0.027324265	0.027324265	0.043429389	0.036252033
0.02698856	0.02698856	0.043221197	0.036244321
0.026812308	0.026812308	0.042923691	0.036215049
